Atom type,Coordinate-X,Coordinate-Y,Coordinate-Z,Mulliken charges,NPA charges,NMR Shielding
6,-4.25417,-0.0002,0.15152,0.127387,0.24218,93.3848000000
8,-3.25875,-0.78979,-0.55853,-0.331751,-0.71858,132.5911000000
6,-5.41709,0.27472,-0.78944,-0.434745,-0.61815,160.3573000000
6,-3.42967,1.26565,0.57764,0.131003,0.24136,93.9932000000
6,-3.39963,2.35416,-0.49624,-0.499318,-0.62434,155.8419000000
6,-3.81132,1.85958,1.92509,-0.435017,-0.61808,160.6102000000
8,-2.08039,0.73253,0.6691,-0.357288,-0.72163,138.3090000000
5,-2.01787,-0.39339,-0.12101,0.450039,1.13659,72.3121000000
6,-0.67997,-1.09633,-0.4608,-0.158349,-0.37994,43.8571000000
6,-0.58623,-2.25971,-1.24028,0.058294,0.02456,20.3394000000
6,-1.80593,-2.94431,-1.81327,-0.462024,-0.62238,158.3412000000
6,0.68059,-2.82621,-1.51785,-0.178157,-0.20239,34.8476000000
6,1.86716,-2.29362,-1.0481,-0.203787,-0.20986,55.9243000000
6,1.77978,-1.14355,-0.26048,0.042487,0.12795,26.7036000000
6,0.53249,-0.54178,0.02271,0.102516,-0.09070,31.9965000000
6,0.87774,0.60034,0.81296,-0.120261,-0.02657,29.0090000000
7,2.17866,0.68548,0.99848,-0.237424,-0.24444,-136.9166000000
7,2.73932,-0.38916,0.3705,0.089550,-0.20985,18.4458000000
6,4.17865,-0.50449,0.206,-0.000519,0.25486,100.1631000000
8,4.61911,0.12849,-0.98648,-0.301902,-0.51154,258.7230000000
6,4.91837,1.51572,-0.79627,-0.144707,-0.08661,125.0712000000
6,6.18359,1.68061,0.06473,-0.261733,-0.42656,163.5638000000
6,6.31744,0.49141,1.03576,-0.266828,-0.39248,168.1669000000
6,4.93039,-0.00514,1.44913,-0.287400,-0.44169,160.0721000000
1,-5.51465,-0.35386,1.89965,0.164074,0.21078,30.8686666667
1,-5.09482,-1.79971,0.96799,0.164149,0.22031,30.6951000000
1,-3.89112,-1.05374,2.02193,0.168443,0.21527,30.4059250000
1,-5.08275,0.73888,-1.71628,0.158483,0.21924,30.4059250000
1,-5.91431,-0.66337,-1.04396,0.158296,0.21972,30.4059250000
1,-6.15383,0.9303,-0.3172,0.155791,0.21008,30.9522000000
1,-3.12529,1.94336,-1.46959,0.166990,0.21491,30.4059250000
1,-2.64959,3.09892,-0.2245,0.164852,0.22116,30.6186000000
1,-4.36474,2.85654,-0.59133,0.163207,0.21041,30.8686666667
1,-3.17357,2.71868,2.14251,0.158249,0.21966,30.4059250000
1,-4.84942,2.20284,1.91993,0.156159,0.20997,30.8686666667
1,-3.68731,1.13814,2.7316,0.159540,0.21958,30.4059250000
1,-2.49476,-3.26396,-1.02854,0.156414,0.22440,28.9914000000
1,-2.37578,-2.27806,-2.46371,0.159914,0.22693,28.9292000000
1,-1.51957,-3.82407,-2.39293,0.127089,0.20476,29.7767000000
1,0.72085,-3.71853,-2.13457,0.130476,0.20951,23.8927000000
1,2.81875,-2.7467,-1.30115,0.160124,0.22061,23.7538000000
1,0.21696,1.33624,1.24119,0.162190,0.22812,22.4582000000
1,4.38118,-1.56331,0.03686,0.136307,0.18595,25.7562000000
1,4.05904,2.0121,-0.33454,0.167253,0.18070,27.9248000000
1,5.04654,1.92778,-1.797,0.136991,0.19350,28.6234000000
1,7.07387,1.74784,-0.56641,0.136538,0.20560,30.1813000000
1,6.11546,2.62076,0.62216,0.137701,0.20456,30.4059250000
1,6.89918,0.7757,1.91605,0.144551,0.21246,30.1813000000
1,6.86425,-0.32157,0.54819,0.145843,0.20126,30.4059250000
1,4.36115,0.80008,1.91527,0.194976,0.23353,28.4343000000
1,4.98845,-0.81692,2.17827,0.150195,0.21993,30.1813000000
5,-4.08028,1.00146,0.16855,0.402087,1.12151,75.5426000000
6,-2.75319,0.24114,-0.14664,-0.159196,-0.37367,40.7804000000
6,-2.7049,-1.07365,-0.64064,0.044507,0.01704,21.4400000000
6,-1.45693,-1.68551,-0.91165,-0.175580,-0.20633,35.0591000000
6,-0.24348,-1.05503,-0.71802,-0.214461,-0.20870,53.4837000000
6,-0.28059,0.2481,-0.21621,0.037733,0.12093,29.3035000000
6,-1.50896,0.89448,0.0676,0.077427,-0.09650,31.6628000000
6,-1.10955,2.18507,0.54347,-0.115480,-0.03508,29.7920000000
7,0.20173,2.31517,0.55099,-0.225307,-0.22910,-140.2956000000
7,0.71293,1.14672,0.07864,0.099127,-0.19941,18.1512000000
6,2.14415,0.93463,0.14965,-0.005343,0.26381,92.5374000000
6,2.54441,0.10688,1.37048,-0.297008,-0.43641,158.2782000000
6,4.0691,-0.0915,1.42415,-0.280727,-0.40364,168.1500000000
6,4.64943,-0.3073,0.00598,-0.277793,-0.43342,162.7858000000
6,3.54471,-0.688,-0.97081,-0.129340,-0.06816,121.7357000000
8,2.55722,0.33948,-1.07504,-0.312093,-0.51363,274.9337000000
6,-3.94454,-1.89533,-0.91627,-0.451368,-0.62118,157.1086000000
8,-3.99019,2.27326,0.68518,-0.466755,-0.89634,204.6820000000
8,-5.29573,0.40736,-0.06863,-0.446126,-0.89295,200.0243000000
1,-1.45728,-2.69875,-1.30116,0.130216,0.20766,23.9131000000
1,0.68938,-1.54291,-0.96718,0.168755,0.22019,23.5580000000
1,-1.736,2.99885,0.86674,0.158496,0.22719,22.5192000000
1,2.56539,1.94179,0.22554,0.157710,0.18700,25.6310000000
1,2.17699,0.61765,2.26273,0.170054,0.23110,30.4599000000
1,2.02768,-0.85593,1.32587,0.178922,0.20774,29.6340000000
1,4.29682,-0.94431,2.06898,0.145018,0.21081,30.1683500000
1,4.5396,0.77956,1.88822,0.152949,0.20880,30.1683500000
1,5.11775,0.61203,-0.35832,0.153361,0.20758,29.9374000000
1,5.42566,-1.07786,0.00616,0.142834,0.21582,30.3450000000
1,3.92844,-0.81449,-1.98375,0.147287,0.19738,28.0405000000
1,3.07824,-1.63828,-0.6734,0.135820,0.15396,27.5429000000
1,-4.58627,-1.42304,-1.66219,0.158869,0.22563,28.9211000000
1,-3.67181,-2.88746,-1.28168,0.124707,0.20273,29.7619000000
1,-4.55866,-2.01936,-0.02251,0.157083,0.22414,28.9211000000
1,-4.82893,2.71064,0.85933,0.307339,0.48185,28.7797000000
1,-6.06274,0.94464,0.15271,0.306274,0.48164,28.7797000000
26,3.89154,9.49626,0.10615,0.521697,-0.12379,-29401.6140000000
15,4.38734,6.69045,2.37339,0.087967,0.80846,252.0523000000
6,3.55293,9.59691,2.17362,-0.253368,-0.22994,150.9075500000
1,2.58012,9.55332,2.63784,0.166963,0.23712,30.7423428571
6,4.18063,10.7909,1.71885,-0.183162,-0.22681,150.9075500000
1,3.76215,11.78595,1.77154,0.152995,0.24601,29.7747000000
6,5.43534,10.43294,1.14933,-0.211333,-0.22482,146.4202000000
1,6.15259,11.10551,0.70805,0.171406,0.24314,30.2916500000
6,5.56305,9.02024,1.22705,-0.324345,-0.23496,139.4024000000
1,6.3833,8.44133,0.83035,0.192145,0.24563,29.5119000000
6,4.41021,8.47908,1.89772,-0.018138,-0.33958,139.2499000000
15,3.96601,11.8628,-2.80774,0.082782,0.81636,246.1658000000
6,4.20841,8.98308,-1.89287,-0.353756,-0.23447,144.9795000000
1,5.16715,8.71188,-2.30662,0.190709,0.24190,30.1842000000
6,3.2973,8.07442,-1.28599,-0.134483,-0.22091,145.2597000000
1,3.46457,7.0168,-1.13933,0.160008,0.24836,29.1361000000
6,2.16446,8.81859,-0.84545,-0.234394,-0.22901,147.2234000000
1,1.30381,8.42458,-0.32854,0.163828,0.24184,29.9418000000
6,2.3833,10.18005,-1.17847,-0.205946,-0.21539,132.9241000000
1,1.71416,11.00238,-0.96935,0.159998,0.24670,30.4605500000
6,3.64325,10.30667,-1.85578,-0.048825,-0.35435,143.5119000000
6,3.66095,11.21805,-4.60578,-0.013212,-0.26930,142.2132000000
6,3.52925,12.44935,-5.52581,-0.447705,-0.61467,151.4373000000
6,4.70335,10.24739,-5.18012,-0.484982,-0.61574,159.2858000000
6,2.288,10.51496,-4.58417,-0.473427,-0.61237,153.2353000000
1,2.78009,13.15,-5.14811,0.167475,0.21527,31.0644000000
1,4.46546,12.9943,-5.64572,0.155940,0.20753,30.7423428571
1,3.21036,12.12869,-6.52431,0.146277,0.20389,31.6475000000
1,4.81278,9.35464,-4.56184,0.173358,0.21133,31.6475000000
1,4.38956,9.91308,-6.17679,0.153631,0.20573,31.8222000000
1,5.68665,10.70733,-5.2937,0.138734,0.20126,30.9964000000
1,1.98071,10.29045,-5.61189,0.151007,0.20520,32.6986000000
1,2.31046,9.57518,-4.03152,0.175350,0.21694,35.1370000000
1,1.51384,11.14777,-4.14095,0.161993,0.21243,32.7589000000
6,5.82289,12.30666,-2.57104,0.009354,-0.28361,144.0451000000
6,5.82804,13.16445,-1.28671,-0.470029,-0.61110,147.9069000000
6,6.78889,11.12338,-2.40759,-0.478598,-0.61622,154.4475000000
6,6.31276,13.20641,-3.71948,-0.514427,-0.61101,151.6810000000
1,5.29697,14.10665,-1.44095,0.167014,0.21604,29.7747000000
1,5.34719,12.65542,-0.45128,0.132210,0.20887,27.4189000000
1,6.85764,13.40174,-0.99333,0.159258,0.20313,30.2916500000
1,6.81713,10.48865,-3.29503,0.164825,0.20918,29.6576000000
1,7.80791,11.49483,-2.24181,0.155641,0.20379,30.0594000000
1,6.52348,10.49929,-1.55446,0.136704,0.21060,26.2763000000
1,7.28676,13.6329,-3.45313,0.157760,0.20781,30.5722666667
1,6.44649,12.66145,-4.65509,0.151346,0.20457,30.5722666667
1,5.63373,14.04302,-3.90369,0.178113,0.21200,30.4605500000
6,5.59314,6.75389,3.89807,0.001281,-0.25745,141.4388000000
6,5.43142,7.97501,4.81694,-0.453320,-0.61899,159.4231000000
6,5.46393,5.45849,4.71816,-0.504825,-0.61464,152.3707000000
6,7.01759,6.77398,3.30424,-0.488773,-0.61530,152.0049000000
1,5.56671,8.91042,4.27171,0.177784,0.21775,34.2502000000
1,4.45671,8.01136,5.30358,0.154779,0.20804,31.8937000000
1,6.1902,7.94414,5.60859,0.148142,0.20356,32.5223000000
1,5.54795,4.56692,4.09056,0.178938,0.21189,30.7423428571
1,6.27417,5.41382,5.45467,0.156375,0.20835,31.4076000000
1,4.5267,5.39973,5.27268,0.144676,0.20281,30.7423428571
1,7.7516,6.70126,4.11505,0.148831,0.20492,32.0307000000
1,7.18673,5.93485,2.62454,0.167496,0.21335,30.9964000000
1,7.22791,7.69819,2.76491,0.172084,0.21204,31.6475000000
6,2.61073,6.29654,3.01107,-0.037072,-0.28093,141.9750000000
6,2.15894,6.95381,4.32544,-0.470479,-0.61255,156.6120000000
6,1.62901,6.69355,1.89411,-0.515635,-0.61195,147.9069000000
6,2.52359,4.76082,3.15118,-0.443806,-0.61259,149.1725000000
1,2.73382,6.60573,5.1845,0.147204,0.20603,30.5722666667
1,2.22871,8.04248,4.29758,0.166190,0.20822,30.7423428571
1,1.10981,6.69972,4.52072,0.155903,0.20533,30.7423428571
1,1.9173,6.263,0.93187,0.177517,0.21087,28.5432000000
1,0.62993,6.31448,2.13747,0.162898,0.20821,30.0594000000
1,1.55561,7.77218,1.77158,0.141193,0.20936,26.6897000000
1,1.49438,4.47503,3.3969,0.147940,0.20434,30.7423428571
1,2.79336,4.26065,2.21775,0.167513,0.21601,29.9418000000
1,3.16562,4.365,3.93715,0.160806,0.21030,30.1842000000
26,4.3082,9.2095,0.,0.381525,-0.15828,-24288.6008000000
15,4.66948,6.71755,2.43796,0.050713,0.84431,299.7735500000
6,3.78241,9.52474,1.98685,-0.276098,-0.22094,137.1051000000
1,2.77442,9.42388,2.35979,0.177536,0.24958,30.2517000000
6,4.35952,10.70759,1.44501,-0.140027,-0.21434,136.1294000000
1,3.861,11.65965,1.33028,0.154248,0.24823,28.8859000000
6,5.68543,10.39886,1.01938,-0.204448,-0.21680,133.6753000000
1,6.36977,11.07187,0.5247,0.162073,0.24718,29.5431000000
6,5.92209,9.02293,1.28707,-0.260043,-0.21386,127.4821000000
1,6.82205,8.47473,1.04735,0.157009,0.24691,29.6856000000
6,4.74789,8.46699,1.89881,0.033348,-0.34908,129.9669000000
6,5.63279,8.03598,4.82113,-0.146761,-0.21474,30.5454000000
1,5.50187,8.97977,4.30388,0.188452,0.22440,25.9984000000
6,6.14335,8.03007,6.11937,-0.160743,-0.20667,35.9395000000
1,6.40263,8.96961,6.59797,0.144041,0.21411,24.2696000000
6,6.31921,6.82861,6.80037,-0.138505,-0.21004,39.6096000000
1,6.7164,6.82607,7.81052,0.143280,0.21381,24.2696000000
6,5.98886,5.62732,6.17366,-0.143009,-0.20788,37.6996000000
1,6.12919,4.68481,6.69391,0.142948,0.21453,23.9728000000
6,5.49055,5.63239,4.87474,-0.162707,-0.20343,27.9722000000
1,5.25304,4.68939,4.38997,0.149921,0.21608,23.6727000000
6,5.29398,6.83702,4.18322,-0.027736,-0.31640,15.4476000000
6,2.85157,6.45836,2.72423,-0.038100,-0.31630,18.6118000000
6,2.14173,7.01273,3.79754,-0.195484,-0.20404,25.2937000000
1,2.65878,7.63127,4.52342,0.193180,0.22248,24.2696000000
6,0.78003,6.76323,3.95253,-0.145706,-0.20909,35.3858000000
1,0.2445,7.1992,4.79034,0.146960,0.21585,23.6109000000
6,0.10676,5.95096,3.04072,-0.132731,-0.20246,33.6266000000
1,-0.9533,5.75396,3.16574,0.146194,0.21511,23.3026000000
6,0.80346,5.38185,1.97749,-0.142273,-0.21365,34.5415000000
1,0.28976,4.7354,1.27265,0.147426,0.21594,23.0986000000
6,2.16696,5.63022,1.82579,-0.189426,-0.20604,23.7482000000
1,2.71089,5.16658,1.00819,0.175704,0.21638,21.8286000000
15,3.94692,11.70145,-2.43796,0.050713,0.84431,299.7735500000
6,4.83399,8.89426,-1.98685,-0.276098,-0.22094,137.1051000000
1,5.84198,8.99512,-2.35979,0.177536,0.24958,30.2517000000
6,4.25688,7.71141,-1.44501,-0.140027,-0.21434,136.1294000000
1,4.75541,6.75935,-1.33028,0.154248,0.24823,28.8859000000
6,2.93097,8.02014,-1.01938,-0.204448,-0.21680,133.6753000000
1,2.24663,7.34713,-0.5247,0.162073,0.24718,29.5431000000
6,2.69431,9.39607,-1.28707,-0.260043,-0.21386,127.4821000000
1,1.79435,9.94427,-1.04735,0.157009,0.24691,29.6856000000
6,3.86851,9.95201,-1.89881,0.033348,-0.34908,129.9669000000
6,2.98361,10.38302,-4.82113,-0.146761,-0.21474,30.5454000000
1,3.11453,9.43923,-4.30388,0.188452,0.22440,25.9984000000
6,2.47305,10.38894,-6.11937,-0.160743,-0.20667,35.9395000000
1,2.21378,9.44939,-6.59797,0.144041,0.21411,24.2696000000
6,2.29719,11.59039,-6.80037,-0.138505,-0.21004,39.6096000000
1,1.9,11.59293,-7.81052,0.143280,0.21381,24.2696000000
6,2.62754,12.79168,-6.17366,-0.143009,-0.20788,37.6996000000
1,2.48721,13.73419,-6.69391,0.142948,0.21453,23.9728000000
6,3.12585,12.78662,-4.87474,-0.162707,-0.20343,27.9722000000
1,3.36336,13.72961,-4.38997,0.149921,0.21608,23.6727000000
6,3.32242,11.58198,-4.18322,-0.027736,-0.31640,15.4476000000
6,5.76483,11.96064,-2.72423,-0.038100,-0.31630,18.6118000000
6,6.47467,11.40627,-3.79754,-0.195484,-0.20404,25.2937000000
1,5.95762,10.78773,-4.52342,0.193180,0.22248,24.2696000000
6,7.83637,11.65577,-3.95253,-0.145706,-0.20909,35.3858000000
1,8.3719,11.2198,-4.79034,0.146960,0.21585,23.6109000000
6,8.50964,12.46804,-3.04072,-0.132731,-0.20246,33.6266000000
1,9.5697,12.66503,-3.16574,0.146194,0.21511,23.3026000000
6,7.81294,13.03715,-1.97749,-0.142273,-0.21365,34.5415000000
1,8.32664,13.6836,-1.27265,0.147426,0.21594,23.0986000000
6,6.44944,12.78878,-1.82579,-0.189426,-0.20604,23.7482000000
1,5.90551,13.25242,-1.00819,0.175704,0.21638,21.8286000000
